"","feature1","feature2","feature3","feature4"
"13768",3,-1,3,-1
"13769",3,-1,1,-3
"13770",3,-1,4,0
"13771",1,-3,4,0
"13772",2,-2,3,-1
"13773",6,6,7,3
"13774",1,-3,3,-1
"13775",0,0,6,2
"13776",0,0,2,-2
"13777",0,0,5,1
"13778",3,-1,7,3
"13779",0,0,3,-1
"13780",1,-3,7,3
"13781",1,-3,1,-3
"13782",3,-1,1,-3
"13783",5,2,1,-3
"13784",1,-3,4,0
"13785",1,-3,1,-3
"13786",5,2,6,2
"13787",1,-3,2,-2
"13788",0,0,2,-2
"13789",5,2,2,-2
"13790",2,-2,4,0
"13791",6,6,7,3
"13792",3,-1,1,-3
"13793",4,1,1,-3
"13794",1,-3,4,0
"13795",1,-3,2,-2
"13796",2,-2,1,-3
"13797",0,0,5,1
"13798",5,2,3,-1
"13799",2,-2,5,1
"13800",5,2,2,-2
"13801",1,-3,2,-2
"13802",3,-1,5,1
"13803",3,-1,7,3
"13804",0,0,7,3
"13805",0,0,7,3
"13806",2,-2,6,2
"13807",5,2,1,-3
"13808",3,-1,7,3
"13809",3,-1,4,0
"13810",2,-2,2,-2
"13811",4,1,4,0
"13812",1,-3,7,3
"13813",0,0,5,1
"13814",1,-3,3,-1
"13815",5,2,3,-1
"13816",3,-1,6,2
"13817",5,2,2,-2
"13818",2,-2,3,-1
"13819",0,0,6,2
"13820",2,-2,1,-3
"13821",5,2,3,-1
"13822",2,-2,2,-2
"13823",1,-3,2,-2
"13824",5,2,2,-2
"13825",0,0,4,0
"13826",3,-1,7,3
"13827",5,2,7,3
"13828",0,0,1,-3
"13829",1,-3,1,-3
"13830",3,-1,2,-2
"13831",0,0,6,2
"13832",1,-3,4,0
"13833",1,-3,4,0
"13834",2,-2,1,-3
"13835",0,0,2,-2
"13836",5,2,3,-1
"13837",2,-2,1,-3
"13838",2,-2,6,2
"13839",1,-3,3,-1
"13840",1,-3,4,0
"13841",0,0,7,3
"13842",6,6,6,2
"13843",4,1,2,-2
"13844",2,-2,5,1
"13845",1,-3,7,3
"13846",5,2,7,3
"13847",1,-3,7,3
"13848",3,-1,2,-2
"13849",0,0,4,0
"13850",3,-1,3,-1
"13851",0,0,4,0
"13852",4,1,7,3
"13853",6,6,6,2
"13854",5,2,6,2
"13855",3,-1,3,-1
"13856",5,2,6,2
"13857",5,2,7,3
"13858",2,-2,7,3
"13859",2,-2,7,3
"13860",2,-2,4,0
"13861",3,-1,3,-1
"13862",6,6,7,3
"13863",0,0,2,-2
"13864",1,-3,7,3
"13865",0,0,3,-1
"13866",0,0,2,-2
"13867",3,-1,1,-3
"13868",3,-1,1,-3
"13869",3,-1,6,2
"13870",0,0,6,2
"13871",5,2,2,-2
"13872",6,6,5,1
"13873",0,0,2,-2
"13874",2,-2,1,-3
"13875",3,-1,1,-3
"13876",0,0,1,-3
"13877",2,-2,1,-3
"13878",3,-1,3,-1
"13879",5,2,4,0
"13880",5,2,2,-2
"13881",1,-3,2,-2
"13882",1,-3,1,-3
"13883",1,-3,1,-3
"13884",5,2,5,1
"13885",5,2,3,-1
"13886",5,2,4,0
"13887",5,2,1,-3
"13888",6,6,5,1
"13889",3,-1,3,-1
"13890",4,1,7,3
"13891",3,-1,3,-1
"13892",1,-3,7,3
"13893",0,0,4,0
"13894",3,-1,2,-2
"13895",1,-3,1,-3
"13896",3,-1,3,-1
"13897",2,-2,6,2
"13898",1,-3,1,-3
"13899",1,-3,7,3
"13900",1,-3,7,3
"13901",4,1,7,3
"13902",3,-1,7,3
"13903",0,0,6,2
"13904",5,2,7,3
"13905",3,-1,4,0
"13906",5,2,6,2
"13907",3,-1,2,-2
"13908",2,-2,1,-3
"13909",3,-1,2,-2
"13910",3,-1,2,-2
"13911",1,-3,7,3
"13912",5,2,2,-2
"13913",5,2,4,0
"13914",2,-2,7,3
"13915",1,-3,2,-2
"13916",0,0,4,0
"13917",0,0,5,1
"13918",3,-1,6,2
"13919",2,-2,7,3
"13920",3,-1,2,-2
"13921",1,-3,3,-1
"13922",0,0,7,3
"13923",1,-3,4,0
"13924",5,2,7,3
"13925",0,0,4,0
"13926",2,-2,7,3
"13927",2,-2,3,-1
"13928",1,-3,1,-3
"13929",1,-3,4,0
"13930",2,-2,1,-3
"13931",6,6,1,-3
"13932",1,-3,1,-3
"13933",2,-2,7,3
"13934",2,-2,3,-1
"13935",0,0,5,1
"13936",2,-2,5,1
"13937",0,0,3,-1
"13938",3,-1,4,0
"13939",0,0,1,-3
"13940",0,0,6,2
"13941",3,-1,2,-2
"13942",6,6,1,-3
"13943",5,2,4,0
"13944",2,-2,4,0
"13945",4,1,2,-2
"13946",5,2,3,-1
"13947",5,2,4,0
"13948",3,-1,1,-3
"13949",2,-2,1,-3
"13950",3,-1,2,-2
"13951",2,-2,5,1
"13952",2,-2,6,2
"13953",5,2,3,-1
"13954",0,0,1,-3
"13955",1,-3,1,-3
"13956",2,-2,5,1
"13957",2,-2,3,-1
"13958",0,0,2,-2
"13959",3,-1,1,-3
"13960",3,-1,3,-1
"13961",5,2,2,-2
"13962",2,-2,6,2
"13963",4,1,4,0
"13964",3,-1,6,2
"13965",5,2,7,3
"13966",5,2,2,-2
"13967",3,-1,1,-3
"13968",3,-1,7,3
"13969",2,-2,7,3
"13970",3,-1,6,2
"13971",4,1,1,-3
"13972",2,-2,2,-2
"13973",5,2,4,0
"13974",3,-1,3,-1
"13975",2,-2,1,-3
"13976",1,-3,2,-2
"13977",3,-1,4,0
"13978",0,0,6,2
"13979",3,-1,7,3
"13980",3,-1,2,-2
"13981",1,-3,1,-3
"13982",3,-1,2,-2
"13983",6,6,4,0
"13984",2,-2,6,2
"13985",1,-3,1,-3
"13986",1,-3,7,3
"13987",5,2,4,0
"13988",2,-2,7,3
"13989",3,-1,4,0
"13990",4,1,5,1
"13991",5,2,1,-3
"13992",2,-2,3,-1
"13993",0,0,2,-2
"13994",3,-1,6,2
"13995",1,-3,1,-3
"13996",0,0,1,-3
"13997",0,0,2,-2
"13998",1,-3,4,0
"13999",5,2,2,-2
"14000",1,-3,1,-3
"14001",5,2,1,-3
"14002",0,0,2,-2
"14003",0,0,6,2
"14004",5,2,2,-2
"14005",2,-2,4,0
"14006",0,0,6,2
"14007",1,-3,3,-1
"14008",4,1,3,-1
"14009",0,0,3,-1
"14010",4,1,4,0
"14011",2,-2,2,-2
"14012",3,-1,1,-3
"14013",1,-3,3,-1
"14014",2,-2,7,3
"14015",5,2,7,3
"14016",3,-1,7,3
"14017",5,2,2,-2
"14018",4,1,2,-2
"14019",1,-3,2,-2
"14020",2,-2,4,0
"14021",1,-3,3,-1
"14022",5,2,7,3
"14023",5,2,7,3
"14024",2,-2,2,-2
"14025",0,0,1,-3
"14026",1,-3,7,3
"14027",0,0,7,3
"14028",0,0,7,3
"14029",4,1,2,-2
"14030",5,2,4,0
"14031",0,0,1,-3
"14032",1,-3,6,2
"14033",3,-1,4,0
"14034",0,0,4,0
"14035",0,0,6,2
"14036",2,-2,3,-1
"14037",3,-1,1,-3
"14038",1,-3,1,-3
"14039",2,-2,2,-2
"14040",3,-1,5,1
"14041",2,-2,7,3
"14042",2,-2,7,3
"14043",4,1,7,3
"14044",2,-2,3,-1
"14045",1,-3,5,1
"14046",4,1,1,-3
"14047",5,2,2,-2
"14048",0,0,1,-3
"14049",1,-3,4,0
"14050",0,0,3,-1
"14051",6,6,7,3
"14052",2,-2,4,0
"14053",2,-2,4,0
"14054",2,-2,7,3
"14055",2,-2,3,-1
"14056",1,-3,3,-1
"14057",2,-2,3,-1
"14058",2,-2,3,-1
"14059",2,-2,2,-2
"14060",2,-2,6,2
"14061",2,-2,3,-1
"14062",3,-1,3,-1
"14063",5,2,1,-3
"14064",3,-1,4,0
"14065",0,0,7,3
"14066",3,-1,7,3
"14067",3,-1,1,-3
"14068",2,-2,2,-2
"14069",0,0,7,3
"14070",1,-3,5,1
"14071",2,-2,2,-2
"14072",2,-2,5,1
"14073",0,0,4,0
"14074",5,2,7,3
"14075",6,6,3,-1
"14076",6,6,3,-1
"14077",1,-3,3,-1
"14078",1,-3,4,0
"14079",1,-3,2,-2
"14080",5,2,4,0
"14081",5,2,1,-3
"14082",5,2,6,2
"14083",3,-1,1,-3
"14084",1,-3,5,1
"14085",3,-1,4,0
"14086",4,1,2,-2
"14087",5,2,2,-2
"14088",5,2,2,-2
"14089",5,2,3,-1
"14090",2,-2,6,2
"14091",5,2,6,2
"14092",2,-2,2,-2
"14093",1,-3,2,-2
"14094",3,-1,7,3
"14095",6,6,6,2
"14096",1,-3,1,-3
"14097",0,0,3,-1
"14098",2,-2,3,-1
"14099",4,1,7,3
"14100",1,-3,5,1
"14101",6,6,1,-3
"14102",1,-3,2,-2
"14103",0,0,4,0
"14104",3,-1,7,3
"14105",1,-3,4,0
"14106",1,-3,4,0
"14107",6,6,2,-2
"14108",6,6,7,3
"14109",5,2,6,2
"14110",0,0,6,2
"14111",5,2,4,0
"14112",5,2,1,-3
"14113",2,-2,4,0
"14114",6,6,7,3
"14115",6,6,4,0
"14116",6,6,4,0
"14117",3,-1,2,-2
"14118",2,-2,3,-1
"14119",1,-3,4,0
"14120",6,6,2,-2
"14121",2,-2,2,-2
"14122",2,-2,5,1
"14123",1,-3,1,-3
"14124",2,-2,7,3
"14125",0,0,7,3
"14126",0,0,6,2
"14127",3,-1,3,-1
"14128",3,-1,3,-1
"14129",2,-2,6,2
"14130",0,0,1,-3
"14131",5,2,7,3
"14132",5,2,1,-3
"14133",3,-1,7,3
"14134",6,6,5,1
"14135",1,-3,2,-2
"14136",4,1,1,-3
"14137",5,2,2,-2
"14138",0,0,6,2
"14139",4,1,7,3
"14140",1,-3,2,-2
"14141",6,6,1,-3
"14142",5,2,3,-1
"14143",3,-1,5,1
"14144",2,-2,3,-1
"14145",5,2,2,-2
"14146",0,0,1,-3
"14147",3,-1,2,-2
"14148",6,6,6,2
"14149",0,0,7,3
"14150",5,2,4,0
"14151",5,2,6,2
"14152",2,-2,4,0
"14153",3,-1,1,-3
"14154",4,1,4,0
"14155",3,-1,3,-1
"14156",2,-2,2,-2
"14157",4,1,1,-3
"14158",2,-2,2,-2
"14159",1,-3,4,0
"14160",1,-3,1,-3
"14161",3,-1,2,-2
"14162",0,0,3,-1
"14163",1,-3,1,-3
"14164",0,0,6,2
"14165",0,0,4,0
"14166",2,-2,7,3
"14167",0,0,3,-1
"14168",6,6,3,-1
"14169",1,-3,1,-3
"14170",1,-3,1,-3
"14171",1,-3,2,-2
"14172",3,-1,4,0
"14173",0,0,1,-3
"14174",3,-1,3,-1
"14175",0,0,2,-2
"14176",3,-1,4,0
"14177",1,-3,2,-2
"14178",1,-3,6,2
"14179",1,-3,1,-3
"14180",1,-3,4,0
"14181",3,-1,6,2
"14182",5,2,3,-1
"14183",1,-3,7,3
"14184",0,0,1,-3
"14185",0,0,5,1
"14186",2,-2,2,-2
"14187",1,-3,7,3
"14188",0,0,3,-1
"14189",5,2,1,-3
"14190",5,2,7,3
"14191",3,-1,1,-3
"14192",6,6,1,-3
"14193",2,-2,5,1
"14194",0,0,3,-1
"14195",1,-3,7,3
"14196",5,2,3,-1
"14197",1,-3,2,-2
"14198",0,0,2,-2
"14199",4,1,1,-3
"14200",3,-1,3,-1
"14201",0,0,4,0
"14202",3,-1,1,-3
"14203",6,6,7,3
"14204",2,-2,4,0
"14205",4,1,6,2
"14206",5,2,2,-2
"14207",1,-3,4,0
"14208",1,-3,4,0
"14209",2,-2,5,1
"14210",5,2,4,0
"14211",5,2,7,3
"14212",0,0,3,-1
"14213",3,-1,2,-2
"14214",1,-3,1,-3
"14215",3,-1,6,2
"14216",3,-1,6,2
"14217",5,2,1,-3
"14218",3,-1,5,1
"14219",3,-1,7,3
"14220",2,-2,2,-2
"14221",3,-1,7,3
"14222",2,-2,6,2
"14223",1,-3,2,-2
"14224",0,0,7,3
"14225",0,0,4,0
"14226",3,-1,4,0
"14227",1,-3,4,0
"14228",1,-3,2,-2
"14229",5,2,1,-3
"14230",4,1,1,-3
"14231",3,-1,1,-3
"14232",1,-3,4,0
"14233",5,2,7,3
"14234",2,-2,5,1
"14235",5,2,3,-1
"14236",2,-2,7,3
"14237",3,-1,6,2
"14238",1,-3,4,0
"14239",5,2,7,3
"14240",5,2,1,-3
"14241",1,-3,7,3
"14242",2,-2,4,0
"14243",0,0,2,-2
"14244",5,2,3,-1
"14245",1,-3,6,2
"14246",0,0,1,-3
"14247",3,-1,1,-3
"14248",1,-3,7,3
"14249",3,-1,1,-3
"14250",0,0,3,-1
"14251",2,-2,4,0
"14252",0,0,1,-3
"14253",2,-2,4,0
"14254",5,2,1,-3
"14255",6,6,6,2
"14256",0,0,3,-1
"14257",2,-2,2,-2
"14258",3,-1,2,-2
"14259",6,6,2,-2
"14260",5,2,4,0
"14261",0,0,6,2
"14262",0,0,3,-1
"14263",3,-1,1,-3
"14264",1,-3,7,3
"14265",1,-3,1,-3
"14266",0,0,7,3
"14267",1,-3,4,0
"14268",3,-1,4,0
"14269",3,-1,7,3
"14270",3,-1,2,-2
"14271",1,-3,2,-2
"14272",1,-3,3,-1
"14273",3,-1,2,-2
"14274",1,-3,4,0
"14275",5,2,3,-1
"14276",1,-3,3,-1
"14277",0,0,4,0
"14278",5,2,7,3
"14279",3,-1,5,1
"14280",6,6,5,1
"14281",2,-2,7,3
"14282",5,2,4,0
"14283",4,1,1,-3
"14284",1,-3,7,3
"14285",3,-1,5,1
"14286",6,6,1,-3
"14287",4,1,2,-2
"14288",6,6,4,0
"14289",0,0,4,0
"14290",1,-3,2,-2
"14291",6,6,3,-1
"14292",1,-3,6,2
"14293",5,2,7,3
"14294",2,-2,4,0
"14295",5,2,3,-1
"14296",0,0,7,3
"14297",1,-3,2,-2
"14298",3,-1,2,-2
"14299",6,6,1,-3
"14300",5,2,2,-2
"14301",4,1,2,-2
"14302",1,-3,1,-3
"14303",4,1,7,3
"14304",1,-3,1,-3
"14305",3,-1,6,2
"14306",5,2,1,-3
"14307",5,2,1,-3
"14308",0,0,6,2
"14309",1,-3,7,3
"14310",6,6,1,-3
"14311",1,-3,2,-2
"14312",4,1,1,-3
"14313",3,-1,7,3
"14314",0,0,3,-1
"14315",2,-2,6,2
"14316",3,-1,2,-2
"14317",0,0,4,0
"14318",0,0,1,-3
"14319",6,6,3,-1
"14320",4,1,2,-2
"14321",5,2,7,3
"14322",0,0,1,-3
"14323",3,-1,6,2
"14324",3,-1,6,2
"14325",0,0,4,0
"14326",3,-1,2,-2
"14327",3,-1,5,1
"14328",2,-2,3,-1
"14329",1,-3,4,0
"14330",6,6,2,-2
"14331",3,-1,1,-3
"14332",5,2,4,0
"14333",0,0,4,0
"14334",0,0,2,-2
"14335",2,-2,7,3
"14336",1,-3,7,3
"14337",0,0,1,-3
"14338",6,6,5,1
"14339",1,-3,2,-2
"14340",5,2,5,1
"14341",0,0,4,0
"14342",0,0,2,-2
"14343",2,-2,7,3
"14344",2,-2,7,3
"14345",3,-1,7,3
"14346",2,-2,1,-3
"14347",1,-3,7,3
"14348",3,-1,7,3
"14349",1,-3,6,2
"14350",5,2,4,0
"14351",3,-1,3,-1
"14352",5,2,1,-3
"14353",0,0,3,-1
"14354",4,1,7,3
"14355",3,-1,1,-3
"14356",5,2,5,1
"14357",5,2,6,2
"14358",1,-3,4,0
"14359",5,2,3,-1
"14360",4,1,7,3
"14361",6,6,1,-3
"14362",6,6,5,1
"14363",2,-2,1,-3
"14364",4,1,3,-1
"14365",2,-2,2,-2
"14366",6,6,2,-2
"14367",3,-1,2,-2
"14368",0,0,1,-3
"14369",1,-3,2,-2
"14370",2,-2,7,3
"14371",3,-1,1,-3
"14372",0,0,7,3
"14373",2,-2,5,1
"14374",0,0,6,2
"14375",0,0,4,0
"14376",5,2,4,0
"14377",5,2,1,-3
"14378",5,2,7,3
"14379",6,6,7,3
"14380",2,-2,1,-3
"14381",0,0,7,3
"14382",3,-1,1,-3
"14383",4,1,2,-2
"14384",1,-3,4,0
"14385",2,-2,2,-2
"14386",3,-1,1,-3
"14387",4,1,1,-3
"14388",0,0,2,-2
"14389",3,-1,4,0
"14390",4,1,7,3
"14391",2,-2,6,2
"14392",1,-3,3,-1
"14393",3,-1,2,-2
"14394",3,-1,2,-2
"14395",5,2,7,3
"14396",1,-3,4,0
"14397",6,6,6,2
"14398",6,6,6,2
"14399",3,-1,4,0
"14400",3,-1,2,-2
"14401",2,-2,2,-2
"14402",3,-1,3,-1
"14403",5,2,4,0
"14404",6,6,6,2
"14405",4,1,3,-1
"14406",5,2,5,1
"14407",3,-1,1,-3
"14408",0,0,4,0
"14409",3,-1,4,0
"14410",3,-1,7,3
"14411",2,-2,1,-3
"14412",6,6,5,1
"14413",5,2,2,-2
"14414",1,-3,5,1
"14415",3,-1,4,0
"14416",0,0,2,-2
"14417",5,2,5,1
"14418",1,-3,4,0
"14419",3,-1,7,3
"14420",2,-2,2,-2
"14421",0,0,4,0
"14422",3,-1,3,-1
"14423",3,-1,1,-3
"14424",2,-2,7,3
"14425",5,2,4,0
"14426",5,2,7,3
"14427",0,0,4,0
"14428",0,0,4,0
"14429",2,-2,3,-1
"14430",1,-3,7,3
"14431",5,2,4,0
"14432",4,1,2,-2
"14433",5,2,7,3
"14434",0,0,4,0
"14435",2,-2,7,3
"14436",3,-1,5,1
"14437",1,-3,4,0
"14438",3,-1,2,-2
"14439",2,-2,5,1
"14440",1,-3,5,1
"14441",3,-1,5,1
"14442",2,-2,3,-1
"14443",3,-1,4,0
"14444",0,0,3,-1
"14445",0,0,4,0
"14446",3,-1,5,1
"14447",5,2,2,-2
"14448",5,2,1,-3
"14449",2,-2,2,-2
"14450",1,-3,2,-2
"14451",5,2,2,-2
"14452",6,6,3,-1
"14453",1,-3,1,-3
"14454",3,-1,1,-3
"14455",3,-1,2,-2
"14456",4,1,6,2
"14457",4,1,3,-1
"14458",0,0,3,-1
"14459",1,-3,6,2
"14460",0,0,6,2
"14461",1,-3,1,-3
"14462",1,-3,6,2
"14463",3,-1,1,-3
"14464",5,2,3,-1
"14465",2,-2,4,0
"14466",0,0,7,3
"14467",2,-2,2,-2
"14468",5,2,3,-1
"14469",5,2,7,3
"14470",5,2,4,0
"14471",2,-2,4,0
"14472",3,-1,2,-2
"14473",3,-1,3,-1
"14474",1,-3,1,-3
"14475",0,0,7,3
"14476",1,-3,5,1
"14477",1,-3,7,3
"14478",5,2,1,-3
"14479",2,-2,1,-3
"14480",2,-2,6,2
"14481",2,-2,2,-2
"14482",2,-2,1,-3
"14483",4,1,1,-3
"14484",6,6,4,0
"14485",6,6,7,3
"14486",5,2,1,-3
"14487",3,-1,4,0
"14488",2,-2,4,0
"14489",0,0,5,1
"14490",0,0,3,-1
"14491",1,-3,6,2
"14492",3,-1,1,-3
"14493",5,2,7,3
"14494",3,-1,7,3
"14495",3,-1,4,0
"14496",0,0,3,-1
"14497",5,2,3,-1
"14498",2,-2,1,-3
"14499",2,-2,2,-2
"14500",4,1,4,0
"14501",1,-3,5,1
"14502",0,0,7,3
"14503",2,-2,2,-2
"14504",1,-3,3,-1
"14505",3,-1,1,-3
"14506",6,6,6,2
"14507",1,-3,4,0
"14508",3,-1,2,-2
"14509",2,-2,7,3
"14510",6,6,7,3
"14511",3,-1,7,3
"14512",5,2,1,-3
"14513",0,0,6,2
"14514",2,-2,2,-2
"14515",3,-1,3,-1
"14516",0,0,7,3
"14517",1,-3,2,-2
"14518",2,-2,5,1
"14519",2,-2,6,2
"14520",1,-3,5,1
"14521",3,-1,4,0
"14522",5,2,5,1
"14523",1,-3,7,3
"14524",1,-3,6,2
"14525",6,6,1,-3
"14526",5,2,2,-2
"14527",4,1,3,-1
"14528",0,0,1,-3
"14529",3,-1,6,2
"14530",2,-2,4,0
"14531",1,-3,7,3
"14532",3,-1,1,-3
"14533",2,-2,6,2
"14534",5,2,7,3
"14535",2,-2,3,-1
"14536",0,0,7,3
"14537",1,-3,2,-2
"14538",2,-2,1,-3
"14539",2,-2,7,3
"14540",3,-1,4,0
"14541",3,-1,4,0
"14542",3,-1,2,-2
"14543",0,0,1,-3
"14544",3,-1,5,1
"14545",2,-2,6,2
"14546",6,6,4,0
"14547",2,-2,7,3
"14548",3,-1,1,-3
"14549",3,-1,2,-2
"14550",0,0,1,-3
"14551",1,-3,2,-2
"14552",4,1,7,3
"14553",3,-1,2,-2
"14554",3,-1,4,0
"14555",3,-1,4,0
"14556",2,-2,2,-2
"14557",2,-2,7,3
"14558",1,-3,1,-3
"14559",6,6,5,1
"14560",0,0,7,3
"14561",5,2,3,-1
"14562",3,-1,7,3
"14563",0,0,7,3
"14564",0,0,7,3
"14565",1,-3,2,-2
"14566",1,-3,3,-1
"14567",5,2,4,0
"14568",1,-3,3,-1
"14569",0,0,3,-1
"14570",1,-3,7,3
"14571",3,-1,7,3
"14572",5,2,2,-2
"14573",2,-2,2,-2
"14574",6,6,7,3
"14575",3,-1,4,0
"14576",5,2,1,-3
"14577",2,-2,6,2
"14578",3,-1,7,3
"14579",2,-2,1,-3
"14580",3,-1,4,0
"14581",6,6,1,-3
"14582",5,2,6,2
"14583",5,2,4,0
"14584",2,-2,4,0
"14585",1,-3,4,0
"14586",1,-3,1,-3
"14587",5,2,1,-3
"14588",5,2,2,-2
"14589",5,2,2,-2
"14590",3,-1,7,3
"14591",5,2,4,0
"14592",3,-1,2,-2
"14593",2,-2,4,0
"14594",1,-3,7,3
"14595",0,0,1,-3
"14596",2,-2,7,3
"14597",5,2,3,-1
"14598",3,-1,1,-3
"14599",0,0,4,0
"14600",5,2,1,-3
"14601",3,-1,7,3
"14602",1,-3,6,2
"14603",4,1,1,-3
"14604",5,2,7,3
"14605",5,2,1,-3
"14606",4,1,1,-3
"14607",3,-1,4,0
"14608",1,-3,3,-1
"14609",0,0,3,-1
"14610",1,-3,2,-2
"14611",5,2,7,3
"14612",3,-1,3,-1
"14613",2,-2,4,0
"14614",0,0,5,1
"14615",6,6,5,1
"14616",3,-1,7,3
"14617",2,-2,7,3
"14618",1,-3,3,-1
"14619",1,-3,3,-1
"14620",2,-2,3,-1
"14621",3,-1,2,-2
"14622",2,-2,4,0
"14623",3,-1,6,2
"14624",1,-3,1,-3
"14625",1,-3,6,2
"14626",1,-3,4,0
"14627",0,0,5,1
"14628",3,-1,5,1
"14629",0,0,3,-1
"14630",2,-2,2,-2
"14631",5,2,4,0
"14632",0,0,3,-1
"14633",5,2,7,3
"14634",6,6,4,0
"14635",1,-3,7,3
"14636",0,0,1,-3
"14637",3,-1,6,2
"14638",0,0,1,-3
"14639",3,-1,4,0
"14640",6,6,4,0
"14641",2,-2,3,-1
"14642",5,2,2,-2
"14643",3,-1,4,0
"14644",5,2,3,-1
"14645",2,-2,7,3
"14646",1,-3,2,-2
"14647",3,-1,4,0
"14648",2,-2,1,-3
"14649",1,-3,5,1
"14650",3,-1,3,-1
"14651",3,-1,4,0
"14652",0,0,2,-2
"14653",4,1,3,-1
"14654",1,-3,4,0
"14655",0,0,7,3
"14656",2,-2,4,0
"14657",2,-2,3,-1
"14658",3,-1,1,-3
"14659",2,-2,2,-2
"14660",2,-2,1,-3
"14661",2,-2,1,-3
"14662",2,-2,7,3
"14663",4,1,3,-1
"14664",1,-3,6,2
"14665",1,-3,5,1
"14666",6,6,4,0
"14667",3,-1,1,-3
"14668",1,-3,2,-2
"14669",3,-1,3,-1
"14670",2,-2,4,0
"14671",5,2,2,-2
"14672",5,2,2,-2
"14673",6,6,3,-1
"14674",2,-2,3,-1
"14675",6,6,4,0
"14676",2,-2,2,-2
"14677",5,2,7,3
"14678",3,-1,4,0
"14679",2,-2,3,-1
"14680",3,-1,4,0
"14681",3,-1,4,0
"14682",5,2,2,-2
"14683",2,-2,7,3
"14684",2,-2,1,-3
"14685",5,2,4,0
"14686",1,-3,4,0
"14687",2,-2,7,3
"14688",1,-3,5,1
"14689",5,2,1,-3
"14690",2,-2,3,-1
"14691",0,0,4,0
"14692",0,0,2,-2
"14693",2,-2,1,-3
"14694",2,-2,3,-1
"14695",5,2,4,0
"14696",5,2,2,-2
"14697",2,-2,2,-2
"14698",2,-2,2,-2
"14699",0,0,2,-2
"14700",0,0,3,-1
"14701",2,-2,5,1
"14702",0,0,7,3
"14703",3,-1,6,2
"14704",2,-2,7,3
"14705",1,-3,6,2
"14706",3,-1,4,0
"14707",4,1,3,-1
"14708",3,-1,1,-3
"14709",4,1,7,3
"14710",1,-3,4,0
"14711",3,-1,2,-2
"14712",3,-1,4,0
"14713",3,-1,1,-3
"14714",2,-2,4,0
"14715",5,2,6,2
"14716",3,-1,4,0
"14717",1,-3,2,-2
"14718",2,-2,7,3
"14719",4,1,7,3
"14720",3,-1,6,2
"14721",1,-3,6,2
"14722",5,2,7,3
"14723",2,-2,1,-3
"14724",4,1,1,-3
"14725",2,-2,7,3
"14726",3,-1,5,1
"14727",5,2,7,3
"14728",5,2,7,3
"14729",6,6,3,-1
"14730",1,-3,2,-2
"14731",5,2,3,-1
"14732",2,-2,3,-1
"14733",3,-1,3,-1
"14734",4,1,3,-1
"14735",6,6,3,-1
"14736",3,-1,2,-2
"14737",3,-1,7,3
"14738",3,-1,7,3
"14739",0,0,2,-2
"14740",4,1,3,-1
"14741",6,6,2,-2
"14742",2,-2,5,1
"14743",5,2,3,-1
"14744",3,-1,1,-3
"14745",3,-1,7,3
"14746",3,-1,4,0
"14747",2,-2,6,2
"14748",2,-2,3,-1
"14749",0,0,3,-1
"14750",6,6,4,0
"14751",1,-3,5,1
"14752",1,-3,2,-2
"14753",1,-3,4,0
"14754",5,2,3,-1
"14755",2,-2,6,2
"14756",6,6,1,-3
"14757",3,-1,2,-2
"14758",2,-2,1,-3
"14759",2,-2,2,-2
"14760",0,0,2,-2
"14761",6,6,5,1
"14762",2,-2,4,0
"14763",1,-3,4,0
"14764",3,-1,4,0
"14765",3,-1,2,-2
"14766",5,2,1,-3
"14767",6,6,7,3
"14768",0,0,1,-3
"14769",6,6,2,-2
"14770",1,-3,3,-1
"14771",1,-3,5,1
"14772",1,-3,1,-3
"14773",3,-1,6,2
"14774",1,-3,7,3
"14775",5,2,3,-1
"14776",1,-3,1,-3
"14777",3,-1,6,2
"14778",0,0,3,-1
"14779",3,-1,7,3
"14780",5,2,1,-3
"14781",2,-2,7,3
"14782",5,2,2,-2
"14783",1,-3,7,3
"14784",1,-3,2,-2
"14785",3,-1,3,-1
"14786",3,-1,3,-1
"14787",3,-1,3,-1
"14788",4,1,1,-3
"14789",0,0,3,-1
"14790",0,0,4,0
"14791",6,6,7,3
"14792",2,-2,7,3
"14793",1,-3,3,-1
"14794",0,0,7,3
"14795",1,-3,1,-3
"14796",6,6,7,3
"14797",3,-1,1,-3
"14798",2,-2,7,3
"14799",5,2,2,-2
"14800",2,-2,2,-2
"14801",1,-3,4,0
"14802",2,-2,2,-2
"14803",5,2,1,-3
"14804",5,2,5,1
"14805",2,-2,1,-3
"14806",0,0,6,2
"14807",3,-1,3,-1
"14808",3,-1,4,0
"14809",2,-2,3,-1
"14810",0,0,3,-1
"14811",1,-3,7,3
"14812",0,0,4,0
"14813",0,0,1,-3
"14814",4,1,5,1
"14815",1,-3,4,0
"14816",1,-3,7,3
"14817",1,-3,1,-3
"14818",0,0,7,3
"14819",3,-1,5,1
"14820",0,0,1,-3
"14821",2,-2,4,0
"14822",1,-3,2,-2
"14823",1,-3,1,-3
"14824",0,0,6,2
"14825",5,2,5,1
"14826",5,2,6,2
"14827",3,-1,3,-1
"14828",3,-1,3,-1
"14829",2,-2,4,0
"14830",2,-2,1,-3
"14831",5,2,3,-1
"14832",3,-1,6,2
"14833",3,-1,2,-2
"14834",3,-1,1,-3
"14835",2,-2,4,0
"14836",1,-3,4,0
"14837",5,2,2,-2
