"","num_hrefs","num_imgs","data_channel_is_socmed","data_channel_is_tech","data_channel_is_world","kw_max_min","kw_avg_min","kw_avg_max","kw_min_avg","kw_max_avg","kw_avg_avg","self_reference_min_shares","self_reference_max_shares","self_reference_avg_sharess","weekday_is_saturday","LDA_00","LDA_02","LDA_03","global_subjectivity","rate_positive_words","popularity"
"13399",24,21,0,0,0,1100,374,245212.5,0,8166.08161512,3731.12764209,3100,3100,3100,0,0.0250045123562,0.205869293686,0.718982460766,0.486904761905,0.555555555556,"2"
"13400",15,92,0,0,0,436,117.142857143,141312.5,0,3556.25862069,2418.16914275,879,5000,2729.83333333,0,0.025486633875,0.0250910164208,0.898956756194,0.49315375982,0.538461538462,"1"
"13401",4,14,0,0,0,554,183.285714286,207050,0,5286.79320113,2895.79679403,1400,4100,2750,0,0.0253137884992,0.0250876750946,0.0250423924216,0.41534503632,0.659090909091,"2"
"13402",7,8,0,0,0,798,219.111111111,200977.777778,1429.33333333,4061.72043996,3014.99715184,798,2000,1499.6,0,0.0222224757623,0.0222223219237,0.0230690162741,0.466089466089,0.666666666667,"3"
"13403",21,17,0,0,0,671,133.918,695720,3446.07553211,8598.75824176,6099.95192363,2400,8200,5300,0,0.040000390495,0.0400001136204,0.635773899854,0.558333333333,1,"3"
"13404",12,1,0,0,1,519,139.75,398875,1272.73076923,3517.72714613,2412.07774864,0,0,0,0,0.0500001702936,0.799962374961,0.0500001489693,0.457400932401,0.615384615385,"1"
"13405",25,1,0,0,1,112,76,452833.333333,2161.76233184,3364.06319397,2881.02856893,1900,1900,1900,0,0.0666669683178,0.733325425519,0.0666669427257,0.503151112453,0.868421052632,"1"
"13406",12,1,0,0,0,2800,728.5,144750,0,4843.77319588,2254.84249349,1800,1800,1800,0,0.899993555289,0.0250014230297,0.0250014727012,0.462872775373,0.792452830189,"2"
"13407",15,9,0,0,0,451,105.6,381200,2548.01886792,5310.95679253,3842.70284615,979,5700,3339.5,0,0.0400013475353,0.0400001049908,0.838735634469,0.47095959596,0,"3"
"13408",2,1,0,0,1,447,135.25,161850,0,3315.67795193,1748.81700865,2200,2200,2200,0,0.033338664092,0.693052299982,0.0334689371623,0.427619047619,0.75,"2"
"13409",3,61,0,0,0,176,84,336825,0,5153.58201058,3013.35841401,22800,22800,22800,0,0.0250034309333,0.025031325304,0.899568614222,0.119900497512,0.968503937008,"1"
"13410",10,2,0,1,0,1100,267.666666667,329444.444444,1920,3605.70184502,2912.07309813,890,4700,2897.5,0,0.0222971918022,0.145699152641,0.0222228721192,0.404848484848,1,"2"
"13411",2,1,0,0,0,395,109.6,214314.285714,0,6435.9109589,2902.13623024,12900,12900,12900,0,0.0285756555087,0.028573952201,0.884519358375,0.429734848485,0.875,"1"
"13412",3,1,0,1,0,11800,1550.25,402644.444444,0,11800,3863.64209081,970,11800,6385,0,0.0222302139991,0.138663802987,0.0222234790849,0.478354978355,0.916666666667,"2"
"13413",6,1,0,0,0,349,125.142857143,408914.285714,2628.5788207,4397.07097792,3107.99059061,1300,1300,1300,0,0.455822263525,0.0287279459053,0.177289352355,0.618181818182,0.833333333333,"2"
"13414",18,1,0,0,1,143,56.4,271166.666667,0,3574.27976347,1821.08446008,488,2200,1134,0,0.0333373329238,0.866652512326,0.0333359802445,0.46451007326,0.666666666667,"2"
"13415",16,11,0,1,0,82,53.4,289340,2616.61758043,3496.26834862,3034.94823477,2000,2000,2000,0,0.0400009031971,0.0400047704711,0.0400001013174,0.511662431771,0.825,"4"
"13416",6,0,0,0,0,718,424.111111111,37120,0,4261.8045977,2445.61795275,881,7300,2820.25,0,0.0200394043853,0.0200135572132,0.0202023671421,0.542424242424,0.6,"1"
"13417",38,15,0,0,0,621,171.777777778,280888.888889,3509.75462939,7668.44697463,4717.4415703,3800,3800,3800,0,0.0227186800653,0.0222499345833,0.466482792592,0.469704861111,0.702702702703,"2"
"13418",4,0,0,1,0,456,244.75,120157.142857,0,3434.71263158,1881.38827148,47000,47000,47000,0,0.0287090216564,0.451244537079,0.0286180569499,0.404277146465,0.615384615385,"2"
"13419",56,45,0,0,0,602,150,381112.5,2224.06363636,6015.43929029,3653.63252944,1300,13700,6600,0,0.0253473243763,0.566028837322,0.357345492571,0.339751482794,0.62,"2"
"13420",8,1,0,0,0,1900,652.7,187960,2469.46116165,4337.02265372,3543.17057761,4000,8200,6100,0,0.919980978107,0.0200001397025,0.0200027680586,0.513828154967,0.861111111111,"2"
"13421",22,21,0,0,0,762,217.75,292550,2543.23076923,9001.32950192,5312.16422809,2300,2300,2300,1,0.0255885411493,0.149925558461,0.598193445323,0.330952380952,0.333333333333,"1"
"13422",6,2,0,1,0,1300,335.875,362337.5,1624.83333333,3599.8693418,2783.09817892,1300,1300,1300,0,0.0250085000667,0.15049260861,0.0250002759577,0.62069009422,1,"2"
"13423",7,8,0,0,1,473,133.555555556,191966.666667,1946.63216561,3320.16697117,2454.0341209,377,1900,1292.33333333,1,0.022222547161,0.911101217742,0.0222223730692,0.575907990315,0.880952380952,"3"
"13424",1,0,0,0,0,419,247,197860,0,3332.16911006,1888.51240402,0,0,0,0,0.442600967817,0.0400040697801,0.236560288126,0.461505681818,0.8,"1"
"13425",42,20,0,0,0,504,240.375,317737.5,3134.34782609,8519.75785208,5423.57798345,9800,9800,9800,0,0.026066873118,0.0252678506951,0.6963140978,0.496666666667,0,"3"
"13426",11,1,0,1,0,3400,869,108114.285714,0,3400,2426.48186198,803,3700,2086.14285714,0,0.0286432788107,0.0285756407518,0.0285720595412,0.272571872572,0.48,"2"
"13427",22,20,0,0,0,657,193.53,435924.75,0,17528.3571429,5172.4523672,1400,6200,3800,0,0.0250020473502,0.0250369118914,0.513953711839,0.451470588235,0.769230769231,"4"
"13428",4,2,0,0,1,398,98.75,237428.571429,0,3474.41517806,1523.10030852,863,863,863,0,0.0285775082762,0.313838679552,0.0285754636697,0.42536976912,0.714285714286,"1"
"13429",4,1,0,1,0,2600,684.75,122900,1633.5,4826.80758017,3047.79421669,1300,1300,1300,0,0.025001923824,0.0250031310408,0.0250011001916,0.443421295017,0.744186046512,"2"
"13430",4,0,0,0,0,1.59,0.9425,766850,3199.12595253,5639.74174547,4476.24095356,3900,3900,3900,1,0.550174340419,0.050000332474,0.299797038486,0.62037037037,0.5,"1"
"13431",18,1,0,0,0,425,160.6475,420025,1056.46666667,3572.00585344,2869.57861783,0,0,0,0,0.799999506444,0.0500001094359,0.0500000958311,0.310994201272,0.964912280702,"1"
"13432",15,6,0,1,0,851,291.857142857,164557.142857,2475.30866808,3574.17435668,2882.59411713,2000,3700,2850,1,0.0285824419462,0.172116321773,0.0285715797629,0.467282717283,0.909090909091,"2"
"13433",10,1,0,0,1,794,200.5,279086.75,794,3576.69155521,1869.46995789,813,813,813,0,0.0250006300206,0.658247917306,0.0250003860312,0.405321969697,0.645161290323,"1"
"13434",22,1,0,0,1,648,342,334066.666667,2172.52631579,4593.93087558,3258.90317878,3700,3700,3700,1,0.0333334837693,0.866664854265,0.0333334985029,0.339091192032,0.692307692308,"3"
"13435",4,2,0,0,0,1000,291.218,319460,1894.90808081,6324.5,4007.26585283,8500,8500,8500,0,0.701149818434,0.0200140658439,0.0200736047885,0.421338383838,0.9375,"3"
"13436",12,1,0,0,1,408,135.888888889,133711.111111,965.263157895,6854.2972973,3003.39238086,151,1800,1069.14285714,0,0.243302269329,0.689903434981,0.0223254975478,0.311669324827,0.703703703704,"2"
"13437",4,0,0,0,0,576,168.5,224860,0,3294.03825497,2062.87414782,4800,4800,4800,0,0.0400047693558,0.240228487906,0.0401476728302,0.522727272727,0.785714285714,"1"
"13438",9,1,0,0,0,682,195.931666667,195711.111111,0,3462.11830993,1737.41612321,662,19100,8065.5,0,0.909577207641,0.0222512650226,0.022223806321,0.355492424242,0.714285714286,"1"
"13439",8,1,1,0,0,761,368.666666667,212485.714286,0,8553.16184971,3705.15517848,0,0,0,0,0.302650777223,0.156583155458,0.342621770471,0.418721225864,0.714285714286,"3"
"13440",21,1,0,0,0,317,91,605450,3409.76763155,5766.25753012,4813.66830524,3500,16200,9850,1,0.0500011958392,0.0500005099177,0.79994987036,0.362079124579,0.666666666667,"2"
"13441",48,42,0,0,0,567,257.418,371330,2356.42857143,6816.96226974,4122.08809694,4900,5100,5000,0,0.119907850304,0.0200002155863,0.578151859471,0.523927958834,0.765957446809,"1"
"13442",6,1,0,0,0,760,159.428571429,184851.428571,760,3262.2205751,2433.84216201,4300,5200,4750,0,0.0315264222776,0.0285735192909,0.195965666348,0.582222222222,0.75,"1"
"13443",3,1,0,0,0,573,142.5,259500,0,3748.29954442,2656.07192495,688,688,688,0,0.0400021529717,0.0400014429728,0.0417283717027,0.335227743271,0.714285714286,"1"
"13444",8,0,0,1,0,583,201.2,166890,1558,3420.35586481,2570.94305682,13900,13900,13900,1,0.0200596315994,0.0200298351136,0.119569129931,0.502967587968,0.730158730159,"2"
"13445",8,0,0,0,1,510,135,195920,2191.47692308,5330.25,3308.57916354,1200,34800,18000,1,0.0200007443503,0.82591295345,0.0200001561914,0.509068627451,0.636363636364,"3"
"13446",8,1,0,0,1,1100,377.166666667,191614.285714,0,4775,2700.52275456,0,0,0,0,0.0285721073371,0.885711478087,0.0285717473138,0.451914443581,0.528735632184,"2"
"13447",17,11,0,1,0,676,219.6,127420,1117.5,3651.52631579,2729.27784998,5500,8300,6900,0,0.0200495764422,0.123479677849,0.0200001864485,0.582893374741,0.909090909091,"2"
"13448",2,1,0,1,0,675,275.4,166866.666667,0,3263.84744101,1962.42360343,0,0,0,0,0.0333442502486,0.0333413771908,0.361549676174,0.442965367965,0.666666666667,"1"
"13449",6,1,0,0,0,1800,511.285714286,134622.222222,0,3971.35204082,2434.60006892,3200,3200,3200,0,0.0225188242491,0.0222426498397,0.0222754087268,0.366746031746,0.545454545455,"2"
"13450",4,0,0,0,0,457,154.69875,393237.5,3116.74859708,7178.35611287,5028.34820662,874,972,923,0,0.0250004977573,0.0250002624052,0.899547109794,0.486507936508,0.714285714286,"2"
"13451",12,2,0,0,1,762,221.833333333,211887.5,0,3530.02113423,1797.24929356,1300,31900,16600,0,0.0250010021716,0.899997438411,0.0250001329921,0.362015503876,0.379310344828,"2"
"13452",7,1,0,0,0,480,95.1666666667,221842.857143,0,4550.47884187,2970.01491667,960,4100,2615,0,0.368870717934,0.028616516948,0.0286651127204,0.450427072927,0.913043478261,"2"
"13453",11,1,0,0,0,873,249.287777778,218330,0,7941.08888889,3411.92711988,2900,2900,2900,1,0.691971844115,0.0200067618775,0.0200444988475,0.476585924968,0.766233766234,"3"
"13454",0,17,0,0,0,664,297.166666667,328466.666667,2535.95,7556.00727714,4502.80896321,0,0,0,0,0.0334694527556,0.20659816059,0.693110124818,0,0,"3"
"13455",17,1,0,0,0,815,239.518,401820,674.5,27462.7777778,7562.53163921,1100,30300,17466.6666667,1,0.0200009220018,0.0200006721991,0.814614026472,0.58,1,"3"
"13456",9,1,0,1,0,64,21.8,486233.333333,0,3567.76076085,2433.43392203,2300,4000,3150,0,0.0349293159773,0.0333397179634,0.0333345065617,0.690572390572,0.833333333333,"2"
"13457",0,1,0,0,0,346,84.8571428571,379787.5,0,5927.43821391,3758.83403382,0,0,0,0,0.0250020734044,0.150060955387,0.474532677904,0,0,"1"
"13458",14,1,0,0,1,545,112.375,147937.5,1184.4375,3426.14368909,2384.97511558,0,0,0,0,0.0250012698907,0.899982228203,0.0250000674572,0.339494714223,0.5,"2"
"13459",4,0,0,0,0,520,138.166666667,309242.857143,0,6920.15422277,3365.56390784,10500,10500,10500,0,0.0285720656424,0.0285716679598,0.315909363999,0.422222222222,0.75,"1"
"13460",5,0,0,0,0,1200,300.5,634325,3020,5938.75282744,4573.35491961,0,0,0,1,0.0500015438619,0.0500009096887,0.542057711725,0.527705627706,0.444444444444,"2"
"13461",12,0,0,0,1,4700,736.111111111,185620,0,4700,2929.8824689,3700,3700,3700,0,0.128810236902,0.230389571069,0.0200229777091,0.335036876704,0.777777777778,"2"
"13462",30,11,0,0,0,215,100.666666667,177766.666667,1806.96283784,3527.53453453,2879.24677896,1300,8000,3633.33333333,0,0.2482725914,0.022255018467,0.0225759468488,0.497523963903,0.853333333333,"2"
"13463",2,0,0,0,0,1400,393.598333333,358416.666667,3249.93268727,6053.48740577,4054.01478292,601,22800,11700.5,0,0.198522180854,0.033334944694,0.389274062723,0.514,0.5,"1"
"13464",34,15,0,0,0,657,225.9,278100,3509.75462939,13786.7619048,5873.73072325,3500,3500,3500,0,0.020224917025,0.0200014187936,0.337399983511,0.552034017991,0.794871794872,"2"
"13465",6,0,0,0,0,695,382,16166.6666667,0,2736.75257732,1622.71207073,371,4200,2123.66666667,0,0.022253908172,0.0222318801417,0.910985701617,0.597802197802,0.727272727273,"1"
"13466",21,2,0,0,1,325,74.4,309533.333333,0,5974.78356164,3154.69780058,753,753,753,0,0.0333421156346,0.202276958538,0.377897174908,0.552802702348,0.755555555556,"2"
"13467",17,7,0,0,0,9500,1107.8,356860,1832.5,9500,4273.62478997,2000,3100,2550,0,0.0200340619461,0.0200008437852,0.392748093704,0.478106685907,0.692307692308,"1"
"13468",3,1,0,0,0,1600,365.333333333,385950,1824.21706587,5350,3554.00070104,6800,6800,6800,0,0.703126215941,0.0333835039718,0.033384116519,0.226298701299,0.333333333333,"2"
"13469",5,20,0,0,0,544,157.168571429,502542.857143,3145.23018868,6836.87700117,4517.04247133,4100,4800,4450,1,0.312598800719,0.0287803283307,0.454452682239,0.557407407407,0.705882352941,"3"
"13470",8,1,0,0,1,0,-1,534200,2254.47793528,3591.84819703,2799.84129081,1700,1700,1700,0,0.0666669683179,0.733325425478,0.0666669427257,0.437351778656,0.526315789474,"2"
"13471",5,0,0,0,0,277,145.666666667,514933.333333,2852.58544839,5840.41071429,3995.23596304,6900,53500,31400,0,0.866304702897,0.0334204561026,0.0333335124529,0.348623995053,0.8,"1"
"13472",14,1,0,0,0,578,352.6,460716.666667,0,5541.32075472,3125.58443201,165,2100,1045.33333333,0,0.700075185954,0.0333362475165,0.0333364982719,0.516256313131,0.666666666667,"1"
"13473",5,0,0,0,0,414,344.166666667,421116.666667,3145.03175074,8363.9,4740.9274395,1400,22800,12100,0,0.0333965675038,0.0333483280031,0.866243669987,0.47640625,0.4,"1"
"13474",4,0,0,0,0,4200,695.714285714,273433.333333,0,6150,3509.84381035,600,8100,3866.66666667,0,0.0222457288738,0.0222233493258,0.0223818842966,0.445537958773,0.466666666667,"3"
"13475",29,11,0,0,0,975,284,236640,2064.93333333,6615.27777778,3508.61256023,18600,18600,18600,0,0.0401309306607,0.0400753534243,0.263988933795,0.527485219029,0.715909090909,"2"
"13476",8,2,0,0,0,569,197,287842.857143,0,5522.46919431,3044.83002187,4100,4100,4100,0,0.0289462441986,0.173082480611,0.0286382485421,0.398606150794,0.769230769231,"4"
"13477",2,1,0,0,0,455,127.75,329550,3244.86269196,3801.77389405,3468.79720708,479,479,479,0,0.0500666264087,0.0500011313434,0.797206337642,0.444225589226,0.764705882353,"1"
"13478",5,1,1,0,0,1000,447,117333.333333,0,3950,2374.13358816,1800,1900,1850,0,0.0348960954293,0.0333345063566,0.0333342628536,0.285101010101,0.777777777778,"2"
"13479",10,1,0,1,0,1900,829.375,26337.5,1450,5388.14285714,3390.58296701,0,0,0,0,0.0250420314546,0.025005364222,0.0250546987293,0.4616711331,0.84,"2"
"13480",5,0,0,0,0,1200,222.798571429,444750,0,7315.04481509,3899.17590054,2100,2100,2100,0,0.0252171092715,0.0250243447732,0.899576281392,0.491991758242,0.666666666667,"3"
"13481",7,1,0,1,0,882,223.714285714,174085.714286,1647.75,3570.17401427,2737.98977339,1300,5400,2700,0,0.174545613689,0.0287739176524,0.028778145748,0.415572390572,0.8,"2"
"13482",10,3,0,0,1,82,15.6,328266.666667,0,3591.43120567,2190.38761392,1200,1500,1333.33333333,0,0.0337275420969,0.865670207536,0.0333342838676,0.485342261905,0.75,"2"
"13483",6,1,0,0,0,602,153.7,270520,1607.35,4349.76264591,2929.30294609,1400,28500,14950,0,0.351851305858,0.0200809070268,0.0200001702605,0.406523809524,0.5,"2"
"13484",9,1,0,0,0,495,139.333333333,176386.875,0,4130.96578538,2036.02983975,0,0,0,0,0.0250034009351,0.0250319927662,0.68147581454,0.48617984868,0.655172413793,"1"
"13485",5,1,0,0,0,782,218.5,388166.666667,2225.875,6012.47083333,3363.29568059,783,20700,10741.5,0,0.366771205984,0.0336865944613,0.033333546747,0.454545454545,0.777777777778,"1"
"13486",3,1,0,1,0,679,271.833333333,147133.333333,2230.23232323,3793.65581395,2924.46012087,2100,2100,2100,0,0.20178860409,0.0334484698044,0.0333923002352,0.408874458874,0.625,"2"
"13487",1,1,0,0,1,3200,741.333333333,231428.571429,0,3437.39229631,2456.41298787,1000,1000,1000,0,0.028575465006,0.600898130139,0.0285738095677,0.355515873016,0.48,"1"
"13488",4,0,0,1,0,336,214.75,147550,0,3414.55543512,2058.7573229,2900,4400,3400,0,0.200348357544,0.0333376217378,0.0333359546551,0.464918154762,0.769230769231,"4"
"13489",7,3,0,0,0,350,143.765,489950,1892.21852971,4495.37201646,3164.56751397,1100,3300,1850,0,0.690922892994,0.0333992811402,0.208971047022,0.365797509984,0.78125,"2"
"13490",3,1,0,0,0,813,246.166666667,241216.666667,1255.2,4655.17647059,3099.98265575,876,987,931.5,0,0.0333335197447,0.199884751717,0.0334198532054,0.481728973749,0.702702702703,"3"
"13491",6,0,0,0,0,488,353.375,195875,904.466666667,10000.8641975,3379.97204682,1200,13300,5800,0,0.897439358199,0.0250826011065,0.0259886085348,0.400108225108,0.777777777778,"1"
"13492",5,0,0,0,0,429,328.714285714,89685.7142857,1095.55555556,3730.29690346,2710.82929605,1200,1400,1300,0,0.0286169493572,0.0286214849682,0.88493920517,0.423444444444,0.725,"2"
"13493",10,0,0,0,1,554,111.5,175460,0,7671.53787879,2394.08764622,0,0,0,0,0.0200026742506,0.721533187837,0.114633941716,0.445667600373,0.576923076923,"3"
"13494",48,11,0,0,0,426,102.375,426600,3404.91848869,7152.65315315,5644.70809109,1600,211600,28752.3809524,0,0.0250000449333,0.0250000257589,0.899992312487,0.505175818334,0.755102040816,"3"
"13495",9,1,0,0,0,318,149,399150,1117.02898551,3742.99853157,2717.89173367,1100,5900,3600,0,0.799929037252,0.0500417196387,0.0500246623058,0.348715213358,0.866666666667,"2"
"13496",21,0,0,0,1,554,227.666666667,216155.555556,881.714285714,4113.27586207,2002.77564558,3300,3300,3300,1,0.0223727202613,0.803714180849,0.128876043891,0.496060606061,0.857142857143,"2"
"13497",3,0,0,0,0,808,314,509760,1693,5711.41732283,3999.61629309,970,1500,1235,0,0.040000163558,0.0400000605739,0.839978884815,0.517647058824,0.739130434783,"2"
"13498",7,3,0,0,0,605,157.285714286,284462.5,0,5997.12751832,3631.68463481,1200,1200,1200,0,0.0251109282856,0.149637184665,0.440875880191,0.490404040404,0.826086956522,"2"
"13499",5,1,1,0,0,1100,326,208560,1100,3876.36450584,2845.67940663,9900,9900,9900,0,0.639969407732,0.0401116110177,0.0401096403093,0.399083951763,0.916666666667,"2"
"13500",4,0,0,0,0,1000,445.5,124380,1748.22463768,5027.97520661,2944.45074817,786,4300,2543,0,0.0200150518271,0.220006756397,0.719786835625,0.406234567901,0.7,"2"
"13501",12,1,0,0,0,751,229.125,205300,1224.71428571,3557.34180953,2809.13521709,738,20700,7546,0,0.0250016574246,0.566555778324,0.0252812966021,0.467755102041,0.789473684211,"2"
"13502",2,1,0,0,1,0,-1,534200,1965.06976744,3399.76840316,2504.28784383,743,743,743,1,0.0666667134088,0.733330281532,0.0666667024513,0.412192159692,0.488372093023,"1"
"13503",4,1,0,1,0,779,284.2,253300,2017.625,3256.68261114,2643.19210502,2700,2700,2700,0,0.0400013369771,0.0400306858349,0.0400004458971,0.444696969697,0.846153846154,"1"
"13504",14,1,0,0,1,616,245.428571429,195057.142857,1015.2,4165.35714286,3008.8889939,663,2000,1112.6,0,0.174035426253,0.346109352233,0.422644458822,0.303607503608,0.7,"2"
"13505",10,1,0,0,1,487,77.2857142857,267470,0,6014.57104796,2688.43118902,2100,13400,7750,0,0.0200038883949,0.61654756543,0.323422948707,0.49696969697,0.636363636364,"3"
"13506",13,13,0,0,0,838,219.142857143,343271.428571,2272.58333333,20947.7857143,7325.79614015,4400,4400,4400,1,0.0285716251872,0.192481249478,0.560202557266,0.552466977467,0.636363636364,"2"
"13507",27,14,0,1,0,670,201.375,158020,0,3960.54646465,2287.98691922,3600,3600,3600,1,0.0204405201859,0.0200092534351,0.0200397253642,0.502563700919,0.639344262295,"3"
"13508",6,1,0,0,0,504,177.5,362466.666667,3115.77307558,7617.3875969,5062.16014527,773,2100,1391,0,0.0333354836753,0.0333341834181,0.2547889996,0.417307692308,0.333333333333,"4"
"13509",9,1,0,0,0,623,150.166666667,292800,0,6858.02554028,2785.37660207,14100,14100,14100,0,0.358334001633,0.126876898577,0.469982537812,0.441430338369,0.789473684211,"2"
"13510",3,1,0,0,0,567,118.333333333,324900,1127.14285714,4819.18,3412.99278596,931,1700,1343.66666667,0,0.2091586624,0.0333348277751,0.355885159299,0.411111111111,0.866666666667,"2"
"13511",5,1,0,0,0,1200,553.4,166520,2863.89144737,7454,4275.03326989,2100,6500,4300,0,0.0400008880517,0.0400003330846,0.0409600351771,0.652875695733,0.363636363636,"1"
"13512",12,7,0,0,0,576,180.5,256833.333333,2318.6875,3578.37670835,2826.86238082,576,5200,1852.75,0,0.033336334344,0.601712486611,0.0339928075476,0.461129685917,0.714285714286,"1"
"13513",6,1,0,0,0,438,107.5,485800,2494.20889595,4351.34326425,3412.97945006,1900,35500,18700,0,0.530667636137,0.204666230409,0.0335035378645,0.367903525046,0.857142857143,"3"
"13514",4,0,0,0,0,375,195.4,563250,0,6455.45108696,3859.11731359,1200,1400,1300,0,0.565686592939,0.0333341166675,0.334308645999,0.650649350649,0.833333333333,"1"
"13515",8,1,0,1,0,1800,609.2,126133.333333,0,3323.74516129,2559.48688722,11200,11900,11550,0,0.19220270193,0.246678856462,0.0333405541253,0.414205736611,0.705882352941,"3"
"13516",23,1,0,0,0,1000,163.597142857,458185.714286,2400,7598.46467626,4163.5079258,881,3900,2027,0,0.742909842031,0.0286023555724,0.029292154386,0.461076280042,0.857142857143,"2"
"13517",10,27,0,0,0,377,84.1666666667,197500,0,3689.23932092,2630.47799622,863,1700,1164.33333333,0,0.0287822921415,0.0285733093556,0.598879397501,0.560903318903,0.629032258065,"1"
"13518",60,39,1,0,0,1400,466.875,266775,1975,7983.2,3608.32889625,1300,5700,3933.33333333,0,0.298405872854,0.343034585447,0.308269263919,0.358348025287,0.641509433962,"2"
"13519",13,1,0,0,0,673,243.714285714,151062.5,0,7518.25,3373.37839963,0,0,0,0,0.025075934092,0.398270665074,0.0250211892313,0.450552373159,0.534246575342,"2"
"13520",2,8,0,1,0,569,143.428571429,162279.888889,0,3287.63778151,1922.04014003,2900,2900,2900,0,0.0222686699992,0.022432798444,0.338498321092,0.393261562998,0.866666666667,"1"
"13521",9,1,0,0,1,657,388.666666667,22585.7142857,0,2630.26633166,1796.58579279,0,0,0,0,0.0285718975066,0.885712205207,0.0285716096657,0.442076648841,0.620689655172,"3"
"13522",7,0,0,1,0,536,167.666666667,136837.5,0,3425.49070632,2139.28714344,1900,4300,3100,0,0.0250044568107,0.150399700883,0.025017246982,0.445467836257,0.428571428571,"2"
"13523",15,1,0,0,0,3800,887.5,94350,2043.16666667,4516.66666667,3125.77499603,1100,5400,2600,0,0.0250433843834,0.025100095602,0.0251086590755,0.510462820575,0.650793650794,"2"
"13524",4,0,0,0,0,0,-1,421300,3095.89401709,3740.80149813,3428.09378361,1300,1700,1500,0,0.0666666730701,0.0666675244361,0.0670548705585,0.427888257576,0.777777777778,"1"
"13525",4,1,0,1,0,1200,395.111111111,133500,0,5180,2868.54473739,0,0,0,0,0.253097843274,0.122936945997,0.0204255917511,0.594230769231,0.571428571429,"2"
"13526",11,1,0,0,1,1300,319.875,161944.444444,0,3287.63778151,2202.40790236,1100,1100,1100,0,0.0222357536129,0.357290992165,0.0222240898612,0.421104497354,0.685714285714,"1"
"13527",4,0,0,0,0,701,404.5,33493.1666667,559,2905.4965035,2117.63467241,559,559,559,0,0.0333864662377,0.0333517249656,0.866447668504,0.492307692308,0.9375,"2"
"13528",6,3,0,0,0,393,97.5,410225,1670.33088235,3459.97688151,2698.83395602,881,2000,1361.25,0,0.799876022664,0.0501234553297,0.0500000308319,0.434956709957,0.5625,"2"
"13529",16,15,0,0,1,1400,281.625,409975,1400,7554.29365559,3935.90977557,2000,8200,4066.66666667,0,0.274958315922,0.274946375306,0.400065461187,0.547894620811,0.707317073171,"3"
"13530",4,1,0,0,0,933,430.333333333,20777.7777778,0,2573.38891566,1292.99500103,1200,1200,1200,0,0.178858192572,0.022241336969,0.0223448818967,0.413988095238,0.818181818182,"1"
"13531",5,0,0,0,0,1400,287.1,129400,2727.05343511,4050,3385.89655282,782,1200,1027.33333333,0,0.0201012475109,0.0201471051,0.0200195089912,0.411033681765,0.724137931034,"2"
"13532",9,1,0,0,1,903,178.833333333,188866.666667,2114.43010753,3572.00585344,2553.86754625,0,0,0,0,0.0333337271289,0.866664571635,0.033333411616,0.499690514164,0.647058823529,"2"
"13533",7,1,0,0,0,428,325.75,48580,0,3656.28,2313.0214627,1200,1200,1200,0,0.436973917,0.0400527477559,0.173569452992,0.523039400213,0.728571428571,"3"
"13534",16,1,0,0,0,473,172.666666667,247666.666667,1215.15584416,3753.06252195,2952.46419589,0,0,0,0,0.0333338540245,0.0333335111157,0.0335867269213,0.514227642276,0.586206896552,"3"
"13535",3,2,0,0,0,480,146.4,390100,1981.14285714,6615.07737226,4107.54586392,11800,11800,11800,0,0.0404854575537,0.0400897181907,0.253568539592,0.430503188568,0.821428571429,"3"
"13536",3,0,0,1,0,349,285.4,170880,2627.97777778,3341.27707006,3055.64703688,1100,3400,2250,1,0.040069083582,0.0400267243272,0.0400056692598,0.370454545455,0.8,"2"
"13537",12,9,0,0,0,1400,599.75,35987.5,1400,4481.12,2618.55320678,1700,60300,31000,0,0.158469732745,0.0250166643373,0.432449337307,0.577722222222,0.272727272727,"2"
"13538",3,1,0,0,0,676,346,350350,2050.52195122,3474.4607938,2751.69058433,1400,3200,2300,0,0.331650749174,0.0501328637226,0.0500010627443,0.415261500018,0.685714285714,"2"
"13539",10,1,0,1,0,430,94.8,441640,2017.28519196,3488.53931573,2778.8365751,3400,4200,3800,0,0.0404586543609,0.0401697960562,0.0400003266713,0.436447948877,0.857142857143,"3"
"13540",22,22,0,1,0,1000,419.333333333,151555.555556,1683.33333333,3574.79811164,2403.90729292,917,56500,5153.80952381,0,0.0222226961176,0.022222644771,0.0222224114038,0.401988574591,0.719298245614,"3"
"13541",4,2,0,0,0,946,289.857142857,213363.428571,698,4446.01937984,2653.38904154,1100,1100,1100,0,0.0285881765504,0.0313328773509,0.0287492166709,0.502717391304,0.5,"1"
"13542",15,1,0,0,1,116,48.8,181850,0,3540.08071619,2163.27815385,0,0,0,0,0.0333352229608,0.866659828282,0.0333343965919,0.371111754033,0.754385964912,"2"
"13543",11,1,0,0,1,831,260.4,212105.166667,0,3436.25146035,1680.66201732,0,0,0,0,0.0333390541788,0.368120656266,0.365464334408,0.364570984571,0.705882352941,"2"
"13544",2,1,0,0,1,0,-1,417533.333333,0,3401.81719447,2062.00135607,0,0,0,0,0.0333339333309,0.866663122268,0.0333335697396,0.509066859067,0.547619047619,"2"
"13545",31,30,0,0,0,520,134.512857143,397400,2689.66666667,6026.33628194,4142.95557346,3100,47300,25200,0,0.0286211501846,0.0285722231308,0.332915782776,0.454719065657,0.625,"4"
